id,parent_id,name_de,abbr_de,name_fr,abbr_fr,name_it,abbr_it,name_en,abbr_en
10009268,10009184,Direktion,fedpol,Direction,fedpol,Direzione,fedpol,,
10009451,10009450,Direktion,,Direction,,Direzione,,,
20015186,10009470,Leitung,,Direction,,Direzione,,,
10009489,10009488,Direktion,,Direction,,Direzione,,,
10010827,10010826,"Sektion Personal, Finanzen, Controlling",PFC,"Section Personnel, finances, contrôle de gestion",PFC,"Sezione Personale, finanza, controlling",PFC,,
10010828,10010826,Sektion Digitale Dienste,DD,Section Services numériques,DD,Sezione Servizi digitali,DD,,
20027388,10010826,Fachstelle Personensicherheitsprüfungen BK,FS PSP,Service spécialisé chargé des contrôles de sécurité relatifs aux personnes ChF,FS PSP,Servizio specializzato per i controlli di sicurezza relativi alle persone CaF,FS PSP,,
20027513,10010826,"Sektion Geschäftsverwaltung, Sicherheit, Infrastruktur",GSI,"Section Gestion des affaires, sécurité, infrastructure",GSI,"Sezione Gestione degli affari, sicurezza, infrastruttura",GSI,,
10010835,10010833,Sektion Politische Rechte,PORE,Section des droits politiques,PORE,Sezione dei diritti politici,PORE,,
11@11.02,10@11.02,Vorsorge,Vorsorge,Vorsorge,Vorsorge,Vorsorge,Vorsorge,,
15@11.02,10@11.02,Asset Management,Asset Management,Asset Management,Asset Management,Asset Management,Asset Management,,
44@11.02,10@11.02,Ressourcen,Ressourcen,Ressourcen,Ressourcen,Ressourcen,Ressourcen,,
45@11.02,10@11.02,Stabsdienste der Direktion,Stabsdienste der Direktion,Stabsdienste der Direktion,Stabsdienste der Direktion,Stabsdienste der Direktion,Stabsdienste der Direktion,,
68@11.02,10@11.02,Direktion,Direktion,Direktion,Direktion,Direktion,Direktion,,
999@11.02,10@11.02,Externe Planstelle,Externe Planstelle,Externe Planstelle,Externe Planstelle,Externe Planstelle,Externe Planstelle,,
12040101@12.04,12040100@12.04,Museumsbetrieb,,Exploitation muséale,,Esercizio museale,,,
12040102@12.04,12040100@12.04,Sammlungszentrum,,Centre des collections,,Centro delle collezioni,,,
12040103@12.04,12040100@12.04,Château de Prangins,,Château de Prangins,,Castello di Prangins,,,
12040104@12.04,12040100@12.04,Sammlung und Dokumentation,,Collections et documentation,,Collezione e documentazione,,,
12060200@12.06,12060100@12.06,Direktion,,Direction,,Direzione,,,
12060300@12.06,12060100@12.06,Finanzen & Personal,,Finances & Personnel,,Finanze & Personale,,,
12060400@12.06,12060100@12.06,Recht & Internationales,,Droit & affaires internationales,,Diritto & affari internazionali,,,
12060500@12.06,12060100@12.06,Patente,,Brevets,,Brevetti,,,
12060600@12.06,12060100@12.06,Marken & Designs,,Marques & Designs,,Marchi & Design,,,
12060700@12.06,12060100@12.06,Technologie- & Infrastrukturservices,,Services technologiques & Infrastructure,,Servizi tecnologici & Infrastruttura,,,
12060800@12.06,12060100@12.06,Beobachtungsstelle für technische Massnahmen,BTM,Observatoire des mesures techniques,OMET,Osservatorio dei provvedimenti tecnici,OPT,,
12090110@12.09,12090100@12.09,Direktion,,Direction,,Direzione,,,
12090120@12.09,12090100@12.09,Ausbildung,,Formation,,Formazione,,,
12090130@12.09,12090100@12.09,Weiterbildung,,Formation continue,,Formazione continua,,,
12090140@12.09,12090100@12.09,Forschung und Entwicklung,,Recherche et développement,,Ricerca e sviluppo,,,
12090150@12.09,12090100@12.09,Zentrum für Berufsentwicklung,,Centre pour le développement des métiers,,Centro per lo sviluppo delle professioni,,,
12090160@12.09,12090100@12.09,Services,,Services,,Services,,,
12090170@12.09,12090100@12.09,Regionale Standorte,,Sites régionaux,,Località regionali,,,
12090180@12.09,12090100@12.09,Kommunikation,,Communication,,Comunicazione,,,
12090190@12.09,12090100@12.09,EHB-Rat,,Conseil HEFP,,Consiglio SUFFP,,,
10000555,20003168,Stab Staatssekretariat,,État-major Secrétariat d'État,,Stato maggiore Segreteria di Stato,,State Secretariat Staff Office,
10000558,20003168,Protokoll,,Protocole,,Protocollo,,Protocol,
10000613,20003168,Eurasien,,Eurasie,,Eurasia,,Eurasia,
10000615,20003168,UNO,,ONU,,ONU,,UN,
10000616,20003168,Frieden und Menschenrechte,,Paix et droits de l’homme,,Pace e diritti umani,,Peace and Human Rights,
10000617,20003168,Wohlstand und Nachhaltigkeit,,Prospérité et durabilité,,Prosperità e sostenibilità,,Prosperity and Sustainability,
10000630,20003168,Afrika,,Afrique,,Africa,,Africa,
10000631,20003168,Asien und Pazifik,,Division Asie et Pacifique,,Divisione Asia e Pacifico,,Asia and Pacific Division,
10001284,20003168,Ständige Mission der Schweiz beim Büro der Vereinten Nationen und den anderen internationalen Organisationen in Genf,,Mission permanente de la Suisse auprès de l'Office des Nations Unies et des autres organisations internationales à Genève,,Missione permanente della Svizzera presso l'Ufficio delle Nazioni Unite e le altre organizzazioni internazionali a Ginevra,,Permanent Mission of Switzerland to the United Nations Office and to the other international organisations in Geneva,
10001285,20003168,"Ständige Mission der Schweiz bei der WTO und EFTA (ECE/UNO, ITC, UNCTAD) in Genf",,"Mission permanente de la Suisse près l'OMC et l'AELE (CEE/ONU, CCI, CNUCED) à Genève",,"Missione permanente della Svizzera presso l'OMC e l'AELS (CEE/ONU, CCI, CNUCES) a Ginevra",,"Permanent Mission of Switzerland to the WTO and EFTA (UNECE, ITC, UNCTAD)at Geneva",
10001286,20003168,Centre d'Accueil - Genève Internationale,,Centre d'Accueil - Genève Internationale,,Centro di accoglienza Ginevra internazionale,,Geneva Welcome Centre,
10013477,20003168,Amerikas,,Amériques,,Americhe,,Americas,
20009527,20003168,Auslandvertretungen,,Représentations à l'étranger,,Rappresentanze all'estero,,Representations abroad,
20016601,20003168,Internationale Sicherheit,,Sécurité internationale,,Sicurezza internazionale,,International Security,
20016603,20003168,Events,,Événements,,Eventi,,Events,
20031926,20003168,MENA,,MENA,,MENA,,MENA,
20033695,20003168,Krisenmanagement-Zentrum,,Centre de gestion des crises,,Centro di gestione delle crisi,,Crisis Management Centre,
20033933,20003168,Europa,,Europe,,Europa,,Europe,
20048851,20003168,Policy Planning,,Policy Planning,,Policy Planning,,Policy Planning,
20048853,20003168,Digitalisierung,,Numérisation,,Digitalizzazione,,Digitalisation,
10004715,20004643,HQ CdA,,QG CdA,,QG CEs,,,
10002556,20004794,Geschäftsleitung,,Direction,,Direzione,,,
10008928,20005536,Bundesamt für Rüstung - armasuisse,ar,Office fédéral de l'armement - armasuisse,ar,Ufficio federale dell'armamento - armasuisse,ar,,
20004094,20005536,Wissenschaft und Technologie,W+T,Sciences et technologies,S+T,Scienza e tecnologia,S+T,,
20004155,20005536,armasuisse Immobilien,ar IMMO,armasuisse Immobilier,ar IMMO,armasuisse Immobili,ar IMMO,,
20026303,20008576,Direktion,,Direction,,Direzione,,,
20041505,20025051,Leitung SIF,,Direction SFI,,Direzione SFI,,,
12010100@12.01,20027226,Stab NDB,,Stab NDB,,Stab NDB,,,
12010101@12.01,20027226,Steuerung und Lage,,Steuerung und Lage,,Steuerung und Lage,,,
12010102@12.01,20027226,Informationsbeschaffung,,Informationsbeschaffung,,Informationsbeschaffung,,,
12010103@12.01,20027226,Informationsmanagement,,Informationsmanagement,,Informationsmanagement,,,
12010104@12.01,20027226,Auswertung,,Auswertung,,Auswertung,,,
12010105@12.01,20027226,Führungs- und Einsatzunterstützung,,Führungs- und Einsatzunterstützung,,Führungs- und Einsatzunterstützung,,,
20028754,20028753,Stab KD,,Etat-major DC,,Stato maggiore DC,,CD Staff Office,
20047226,20028753,Innovation und Partnerschaften,,Innovation et partenariats,,Innovazione e partenariati,,Innovation and Partnerships,
20047227,20028753,Konsularischer Schutz,,Protection consulaire,,Protezione consolare,,Consular Protection,
20047228,20028753,Bürgerservice,,Service aux citoyens,,Servizio per i concittadini,,Citizen Serviceds,
20030951,20030368,Bereich Aviatik,,Domaine aviation,,Settore aviazione,,,
20030952,20030368,Bereich Bahnen und Schiffe,,Bereich Bahnen und Schiffe,,Bereich Bahnen und Schiffe,,,
20039001,20030368,Zentrale Dienste,,Zentrale Dienste,,Zentrale Dienste,,,
20030953,20030369,Eidgenössische Kommunikationskommission,ComCom,Commission fédérale de la communication,ComCom,Commissione federale delle comunicazioni,ComCom,,
20030954,20030369,Eidgenössische Elektrizitätskommission,ElCom,Commission fédérale de l'électricité,ElCom,Commissione federale dell'energia elettrica,ElCom,,
20030955,20030369,Eidgenössische Postkommission,PostCom,Commission fédérale de la poste,PostCom,Commissione federale delle poste,PostCom,,
20030956,20030369,Kommission für den Eisenbahnverkehr RailCom,RailCom,Commission des chemins de fer RailCom,RailCom,Commissione del trasporto ferroviario ComFerr,RailCom,Rail Transport Commission RailCom,
20030957,20030369,Unabhängige Beschwerdeinstanz für Radio und Fernsehen,UBI,Autorité indépendante d'examen des plaintes en matière de radio- télévision,UBI,Autorità indipendente di ricorso in materia radiotelevisiva,UBI,,
20033803,20033802,Direktion SBFI,SBFI,Direction SEFRI,SBFI,Direzione SEFRI,SBFI,,
20033883,20033802,Schweizerischer Wissenschaftsrat,SWR,Conseil suisse de la science,SWR,Consiglio svizzero della scienza,SWR,,
50000027@10.05,20035551@10.05,Verwaltungsrat,,Verwaltungsrat,,Verwaltungsrat,,,
50000028@10.05,20035551@10.05,Innovationsrat,,Innovationsrat,,Innovationsrat,,,
50000029@10.05,20035551@10.05,Experten,,Experten,,Experten,,,
50000030@10.05,20035551@10.05,Externe,,Externe,,Externe,,,
50000031@10.05,20035551@10.05,Geschäftsstelle,,Geschäftsstelle,,Geschäftsstelle,,,
20048178,20048177,Transformation und Interoperabilität,TI,Transformation et interopérabilité,TI,Trasformazione e interoperabilità,TI,,
20048182,20048177,Digitale Standardleistungen,DS,Services numériques standards,SNS,Servizi digitali standard,SDS,,
20048187,20048177,Dienstleistungen Digitalisierung,DLD,Services de numérisation,SNSO,Prestazioni di digitalizzazione,SDSO,,
20048188,20048177,Digitale Schweiz,DCH,Suisse numérique,CHN,Svizzera digitale,CHD,,
30000030@10.03,30000028@10.03,Zulassung,,Mise sur le marché,,Zulassung,,,
30000047@10.03,30000028@10.03,Bewilligungen,,Autorisations,,Bewilligungen,,,
30000062@10.03,30000028@10.03,Marktüberwachung,,Surveillance du marché,,Marktüberwachung,,,
30000069@10.03,30000028@10.03,Infrastruktur,,Infrastructure,,Infrastruktur,,,
30000075@10.03,30000028@10.03,Personal und Finanzen,,Personnel et finances,,Personal und Finanzen,,,
30000078@10.03,30000028@10.03,Recht,,Secteur juridique,,Recht,,,
30000082@10.03,30000028@10.03,Stab und Internationales,,Etat-major et affaires internationales,,Stab und Internationales,,,
30000200@10.03,30000028@10.03,Externe und Zivis,,Personnel externe & civiliste,,Externe und Zivis,,,
47@11.07,46@11.07,Direktion,Direktion,Direktion,Direktion,Direktion,Direktion,,
52@11.07,46@11.07,VWR,VWR,VWR,VWR,VWR,VWR,,
50000004@12.03,50000000@12.03,Abteilung Physik,,Abteilung Physik,,Abteilung Physik,,,
50000005@12.03,50000000@12.03,Abteilung Gesetzliche Metrologie,,Abteilung Gesetzliche Metrologie,,Abteilung Gesetzliche Metrologie,,,
50000006@12.03,50000000@12.03,Führung & Direktionsgeschäfte,,Führung & Direktionsgeschäfte,,Führung & Direktionsgeschäfte,,,
50001315@12.03,50000000@12.03,Forschung & Entwicklung,,Forschung & Entwicklung,,Forschung & Entwicklung,,,
50001337@12.03,50000000@12.03,Abteilung Chemie,,Abteilung Chemie,,Abteilung Chemie,,,
50001386@12.03,50000000@12.03,Technologie und Betrieb,,Technologie und Betrieb,,Technologie und Betrieb,,,
50001657@12.03,50000000@12.03,Institutsrat,,Institutsrat,,Institutsrat,,,
50001762@12.03,50000000@12.03,Geschäftsleitung,,Geschäftsleitung,,Geschäftsleitung,,,
60028960@11.05,60028959@11.05,RUAG MRO Holding AG,RUAGH,RUAG MRO Holding AG,RUAGH,RUAG MRO Holding AG,RUAGH,,
